python-sandbox,time_stamp
1226.984375,2023-01-19T22:42:20.642312263Z
1268.8671875,2023-01-19T22:42:22.649530833Z
1292.5546875,2023-01-19T22:42:24.658653167Z
1305.40234375,2023-01-19T22:42:26.66958396Z
1307.58203125,2023-01-19T22:42:28.683569128Z
1314.90625,2023-01-19T22:42:30.692672962Z
1343.1796875,2023-01-19T22:42:32.702823921Z
1385.625,2023-01-19T22:42:34.713831547Z
1413.65234375,2023-01-19T22:42:36.721330506Z
1443.54296875,2023-01-19T22:42:38.731245716Z
1448.51953125,2023-01-19T22:42:40.73924105Z
1491.015625,2023-01-19T22:42:42.748261676Z
1494.921875,2023-01-19T22:42:44.758239177Z
1504.9140625,2023-01-19T22:42:46.767643511Z
1504.703125,2023-01-19T22:42:48.777789554Z
1609.32421875,2023-01-19T22:42:50.789770138Z
1710.7890625,2023-01-19T22:42:52.802956083Z
1785.38671875,2023-01-19T22:42:54.819158084Z
1838.90234375,2023-01-19T22:42:56.834703793Z
1840.6796875,2023-01-19T22:42:58.855830544Z
1839.60546875,2023-01-19T22:43:00.867164337Z
1843.2109375,2023-01-19T22:43:02.895678171Z
1849.80078125,2023-01-19T22:43:04.917605547Z
1850.51953125,2023-01-19T22:43:06.947809215Z
1853.78125,2023-01-19T22:43:08.970521091Z
1852.5859375,2023-01-19T22:43:10.9845903Z
1854.04296875,2023-01-19T22:43:12.999179884Z
1860.6484375,2023-01-19T22:43:15.013242302Z
1853.0234375,2023-01-19T22:43:17.037715511Z
1854.54296875,2023-01-19T22:43:19.068160887Z
1854.59375,2023-01-19T22:43:21.098849097Z
1853.28125,2023-01-19T22:43:23.124688667Z
1855.49609375,2023-01-19T22:43:25.136786584Z
2005.06640625,2023-01-19T22:43:27.150232335Z
1858.01953125,2023-01-19T22:43:29.172751753Z
1858.8828125,2023-01-19T22:43:31.19742167Z
1857.0703125,2023-01-19T22:43:33.219388713Z
1855.25390625,2023-01-19T22:43:35.243267839Z
1856.37890625,2023-01-19T22:43:37.277217798Z
1858.0703125,2023-01-19T22:43:39.300804008Z
1857.4296875,2023-01-19T22:43:41.318300217Z
1854.890625,2023-01-19T22:43:43.332761093Z
1849.98046875,2023-01-19T22:43:45.353884344Z
1873.82421875,2023-01-19T22:43:47.361630595Z
1939.609375,2023-01-19T22:43:49.367964012Z
2058.3046875,2023-01-19T22:43:51.379693597Z
2136.8984375,2023-01-19T22:43:53.386364667Z
2252.46875,2023-01-19T22:43:55.392395334Z
2416.92578125,2023-01-19T22:43:57.39913621Z
2232.31640625,2023-01-19T22:43:59.406316378Z
2264.703125,2023-01-19T22:44:01.414079212Z
2270.4765625,2023-01-19T22:44:03.423705672Z
2274.109375,2023-01-19T22:44:05.432322672Z
2309.28515625,2023-01-19T22:44:07.441149548Z
2320.8515625,2023-01-19T22:44:09.447852591Z
2347.35546875,2023-01-19T22:44:11.453566134Z
2351.1015625,2023-01-19T22:44:13.461303301Z
2384.66015625,2023-01-19T22:44:15.468091302Z
2302.28125,2023-01-19T22:44:17.47469347Z
2336.2734375,2023-01-19T22:44:19.488535679Z
2356.5546875,2023-01-19T22:44:21.495729763Z
2366.69140625,2023-01-19T22:44:23.506679708Z
2372.50390625,2023-01-19T22:44:25.521197209Z
2374.73046875,2023-01-19T22:44:27.540830127Z
2373.4296875,2023-01-19T22:44:29.569449503Z
2375.25390625,2023-01-19T22:44:31.583917796Z
2252.79296875,2023-01-19T22:44:33.596154838Z
2254.3984375,2023-01-19T22:44:35.609913506Z
2253.05078125,2023-01-19T22:44:37.63816109Z
2252.984375,2023-01-19T22:44:39.667291174Z
2254.5234375,2023-01-19T22:44:41.697366842Z
2255.8125,2023-01-19T22:44:43.72150826Z
2254.4609375,2023-01-19T22:44:45.756362886Z
2253.05078125,2023-01-19T22:44:47.78158572Z
2250.10546875,2023-01-19T22:44:49.794853263Z
2252.95703125,2023-01-19T22:44:51.815719097Z
2251.1796875,2023-01-19T22:44:53.835073334Z
2254.89453125,2023-01-19T22:44:55.864655876Z
2253.19140625,2023-01-19T22:44:57.896035419Z
2252.76171875,2023-01-19T22:44:59.927139128Z
2251.375,2023-01-19T22:45:01.949943587Z
2252.92578125,2023-01-19T22:45:03.966244672Z
2252.92578125,2023-01-19T22:45:06.002177298Z
2251.890625,2023-01-19T22:45:08.034923799Z
2251.83203125,2023-01-19T22:45:10.068732675Z
2253.203125,2023-01-19T22:45:12.087943009Z
2253.16015625,2023-01-19T22:45:14.104788843Z
2253.10546875,2023-01-19T22:45:16.122148386Z
2253.37890625,2023-01-19T22:45:18.13992397Z
2263.37109375,2023-01-19T22:45:20.157434888Z
2322.58984375,2023-01-19T22:45:22.17985043Z
2343.9296875,2023-01-19T22:45:24.188077625Z
2384.02734375,2023-01-19T22:45:26.19694771Z
2516.4609375,2023-01-19T22:45:28.205031127Z
2641.8125,2023-01-19T22:45:30.21320767Z
2523.62890625,2023-01-19T22:45:32.222953796Z
2574.94921875,2023-01-19T22:45:34.230584089Z
2579.98828125,2023-01-19T22:45:36.238530965Z
2584.30078125,2023-01-19T22:45:38.25150084Z
2590.53125,2023-01-19T22:45:40.258945966Z
2615.1640625,2023-01-19T22:45:42.266655176Z
2616.67578125,2023-01-19T22:45:44.275080302Z
2537.51171875,2023-01-19T22:45:46.285036511Z
2539.55859375,2023-01-19T22:45:48.293812554Z
2541.10546875,2023-01-19T22:45:50.31216943Z
2539.37890625,2023-01-19T22:45:52.327601708Z
2532.69140625,2023-01-19T22:45:54.347671792Z
2533.55859375,2023-01-19T22:45:56.359391335Z
2533.7265625,2023-01-19T22:45:58.379304586Z
2535.5,2023-01-19T22:46:00.397262253Z
2535.16796875,2023-01-19T22:46:02.411358046Z
2533.7578125,2023-01-19T22:46:04.433791589Z
2596.73046875,2023-01-19T22:46:06.448349381Z
2477.88671875,2023-01-19T22:46:08.461333591Z
2481.9296875,2023-01-19T22:46:10.475429092Z
2495.51171875,2023-01-19T22:46:12.498274092Z
2540.34375,2023-01-19T22:46:14.514279052Z
2540.515625,2023-01-19T22:46:16.535712886Z
2539.8984375,2023-01-19T22:46:18.549788887Z
2542.1015625,2023-01-19T22:46:20.567041138Z
2551.953125,2023-01-19T22:46:22.580768208Z
2533.80078125,2023-01-19T22:46:24.597840709Z
2539.66796875,2023-01-19T22:46:26.611906585Z
2541.5703125,2023-01-19T22:46:28.643731253Z
2543.42578125,2023-01-19T22:46:30.67670542Z
2540.14453125,2023-01-19T22:46:32.708109754Z
2541.85546875,2023-01-19T22:46:34.734263589Z
2545.0078125,2023-01-19T22:46:36.743699006Z
2541.97265625,2023-01-19T22:46:38.772631632Z
2541.6953125,2023-01-19T22:46:40.803941675Z
2540.28125,2023-01-19T22:46:42.829647718Z
2543.859375,2023-01-19T22:46:44.863278135Z
2541.953125,2023-01-19T22:46:46.890801803Z
2540.45703125,2023-01-19T22:46:48.906915012Z
2542.19921875,2023-01-19T22:46:50.92365968Z
2540.32421875,2023-01-19T22:46:52.951075Z
2541.6796875,2023-01-19T22:46:54.971696626Z
2541.68359375,2023-01-19T22:46:57.00184946Z
2540.38671875,2023-01-19T22:46:59.030657336Z
2543.484375,2023-01-19T22:47:01.05393567Z
2551.48828125,2023-01-19T22:47:03.06638313Z
2541.96484375,2023-01-19T22:47:05.096596339Z
2541.00390625,2023-01-19T22:47:07.123939173Z
2542.8828125,2023-01-19T22:47:09.146726341Z
2543.28125,2023-01-19T22:47:11.173572009Z
2541.28515625,2023-01-19T22:47:13.204571301Z
2541.29296875,2023-01-19T22:47:15.228038844Z
2538.75,2023-01-19T22:47:17.239715886Z
2542.83203125,2023-01-19T22:47:19.254449346Z
2518.8828125,2023-01-19T22:47:21.279448805Z
2515.8046875,2023-01-19T22:47:23.300373083Z
2517.3359375,2023-01-19T22:47:25.319702084Z
2518.921875,2023-01-19T22:47:27.341220544Z
2513.37109375,2023-01-19T22:47:29.354159336Z
2517.7734375,2023-01-19T22:47:31.374696837Z
2518.10546875,2023-01-19T22:47:33.395834755Z
2516.21875,2023-01-19T22:47:35.412289381Z
2517.61328125,2023-01-19T22:47:37.430790132Z
2516.34375,2023-01-19T22:47:39.451259174Z
2517.859375,2023-01-19T22:47:41.464469384Z
2576.34375,2023-01-19T22:47:43.473934135Z
2571.99609375,2023-01-19T22:47:45.482227177Z
2614.25,2023-01-19T22:47:47.490718178Z
2578.2421875,2023-01-19T22:47:49.498944679Z
2606.73828125,2023-01-19T22:47:51.506438722Z
2620.921875,2023-01-19T22:47:53.517937333Z
2632.1015625,2023-01-19T22:47:55.526973418Z
2645.75,2023-01-19T22:47:57.538136044Z
2647.859375,2023-01-19T22:47:59.561057086Z
2654.37890625,2023-01-19T22:48:01.581717379Z
2648.421875,2023-01-19T22:48:03.598993255Z
2647.421875,2023-01-19T22:48:05.610095756Z
2653.4609375,2023-01-19T22:48:07.626101715Z
2653.328125,2023-01-19T22:48:09.647964341Z
2653.46875,2023-01-19T22:48:11.660251092Z
2654.91015625,2023-01-19T22:48:13.681256051Z
2658.67578125,2023-01-19T22:48:15.699728469Z
2658.48046875,2023-01-19T22:48:17.713266095Z
2657.18359375,2023-01-19T22:48:19.746544179Z
2659.1875,2023-01-19T22:48:21.77369868Z
2656.8828125,2023-01-19T22:48:23.79921375Z
2654.38671875,2023-01-19T22:48:25.809690543Z
2656.8125,2023-01-19T22:48:27.834280752Z
2656.9296875,2023-01-19T22:48:29.853953336Z
2655.28515625,2023-01-19T22:48:31.867436004Z
2659.97265625,2023-01-19T22:48:33.893724213Z
2661.875,2023-01-19T22:48:35.912362464Z
2662.91015625,2023-01-19T22:48:37.940951965Z
2663.453125,2023-01-19T22:48:39.969089258Z
2659.84765625,2023-01-19T22:48:41.992363801Z
2662.6875,2023-01-19T22:48:44.008297843Z
2661.33984375,2023-01-19T22:48:46.036633886Z
2663.109375,2023-01-19T22:48:48.062837345Z
2659.4921875,2023-01-19T22:48:50.084157138Z
2658.15625,2023-01-19T22:48:52.096275972Z
2660.57421875,2023-01-19T22:48:54.114680792Z
2660.47265625,2023-01-19T22:48:56.14869671Z
2660.05859375,2023-01-19T22:48:58.181653336Z
2659.93359375,2023-01-19T22:49:00.208177295Z
2663.46484375,2023-01-19T22:49:02.228559546Z
2661.484375,2023-01-19T22:49:04.248828964Z
2767.74609375,2023-01-19T22:49:06.254805089Z
2839.140625,2023-01-19T22:49:08.259976174Z
2855.86328125,2023-01-19T22:49:10.267825466Z
2916.3515625,2023-01-19T22:49:12.276856592Z
2885.56640625,2023-01-19T22:49:14.284664093Z
2891.65625,2023-01-19T22:49:16.295124178Z
2892.66015625,2023-01-19T22:49:18.304090762Z
2910.69921875,2023-01-19T22:49:20.315385555Z
2914.67578125,2023-01-19T22:49:22.329606875Z
2934.1328125,2023-01-19T22:49:24.342839667Z
2945.28125,2023-01-19T22:49:26.354983168Z
2977.03125,2023-01-19T22:49:28.363173461Z
2996.46484375,2023-01-19T22:49:30.374620962Z
3001.54296875,2023-01-19T22:49:32.384819171Z
3007.0234375,2023-01-19T22:49:34.39866838Z
3006.28125,2023-01-19T22:49:36.41002059Z
3012.80078125,2023-01-19T22:49:38.420019216Z
3013.94140625,2023-01-19T22:49:40.440002466Z
3017.515625,2023-01-19T22:49:42.457662634Z
3017.21875,2023-01-19T22:49:44.470528885Z
3019.09375,2023-01-19T22:49:46.489888469Z
3018.59765625,2023-01-19T22:49:48.500640804Z
3019.15625,2023-01-19T22:49:50.523022346Z
3051.0234375,2023-01-19T22:49:52.533701916Z
3104.79296875,2023-01-19T22:49:54.545753667Z
3165.75,2023-01-19T22:49:56.555889418Z
3219.1796875,2023-01-19T22:49:58.564307461Z
3275.40234375,2023-01-19T22:50:00.569920712Z
3330.171875,2023-01-19T22:50:02.579262129Z
3384.84765625,2023-01-19T22:50:04.585739047Z
3437.1015625,2023-01-19T22:50:06.595806131Z
3491.83203125,2023-01-19T22:50:08.606414882Z
3549.5,2023-01-19T22:50:10.617673717Z
3605.98828125,2023-01-19T22:50:12.626489384Z
3660.01171875,2023-01-19T22:50:14.636702135Z
3712.87109375,2023-01-19T22:50:16.653041219Z
4143.09765625,2023-01-19T22:50:18.66451822Z
4141.61328125,2023-01-19T22:50:20.691282013Z
4143.20703125,2023-01-19T22:50:22.717524541Z
4141.88671875,2023-01-19T22:50:24.733239167Z
4142.8515625,2023-01-19T22:50:26.744591835Z
4144.43359375,2023-01-19T22:50:28.760279169Z
4139.14453125,2023-01-19T22:50:30.779523379Z
4143.2890625,2023-01-19T22:50:32.811698255Z
4144.52734375,2023-01-19T22:50:34.82921088Z
4140.63671875,2023-01-19T22:50:36.848686173Z
4090.015625,2023-01-19T22:50:38.870869049Z
4090.109375,2023-01-19T22:50:40.904361425Z
4088.87890625,2023-01-19T22:50:42.918094093Z
4089.9609375,2023-01-19T22:50:44.946688052Z
4092.85546875,2023-01-19T22:50:46.976380386Z
4089.9375,2023-01-19T22:50:49.006105346Z
4092.68359375,2023-01-19T22:50:51.036229097Z
4093.02734375,2023-01-19T22:50:53.063960833Z
4090.17578125,2023-01-19T22:50:55.083093792Z
4090.109375,2023-01-19T22:50:57.099116085Z
4093.171875,2023-01-19T22:50:59.123587794Z
4091.625,2023-01-19T22:51:01.15307342Z
4090.41015625,2023-01-19T22:51:03.182583296Z
4091.78125,2023-01-19T22:51:05.204216631Z
4091.76171875,2023-01-19T22:51:07.221990798Z
4092.3828125,2023-01-19T22:51:09.239214008Z
4090.44921875,2023-01-19T22:51:11.255998592Z
4090.5546875,2023-01-19T22:51:13.289978301Z
4092.01953125,2023-01-19T22:51:15.315423677Z
4090.57421875,2023-01-19T22:51:17.335008303Z
4087.88671875,2023-01-19T22:51:19.351770262Z
4092.08984375,2023-01-19T22:51:21.365606097Z
4091.8671875,2023-01-19T22:51:23.375641375Z
4092.1171875,2023-01-19T22:51:25.386666876Z
4091.8828125,2023-01-19T22:51:27.410709544Z
4092.1171875,2023-01-19T22:51:29.426479878Z
4093.2109375,2023-01-19T22:51:31.441547421Z
4092.50390625,2023-01-19T22:51:33.462634713Z
4087.7890625,2023-01-19T22:51:35.474101881Z
4088.39453125,2023-01-19T22:51:37.487307007Z
4088.375,2023-01-19T22:51:39.509667091Z
4091.18359375,2023-01-19T22:51:41.533276842Z
4093.53125,2023-01-19T22:51:43.547648551Z
4094.19921875,2023-01-19T22:51:45.556776427Z
4097.23828125,2023-01-19T22:51:47.569987887Z
4091.453125,2023-01-19T22:51:49.586875637Z
4083.40234375,2023-01-19T22:51:51.601679013Z
4095.41796875,2023-01-19T22:51:53.622831708Z
4527.953125,2023-01-19T22:51:55.634454876Z
4528.2890625,2023-01-19T22:51:57.651105919Z
4530.51171875,2023-01-19T22:51:59.679803086Z
4528.30859375,2023-01-19T22:52:01.697927087Z
4527.6328125,2023-01-19T22:52:03.712100213Z
4528.2421875,2023-01-19T22:52:05.736370923Z
4528.47265625,2023-01-19T22:52:07.752228007Z
4529.6171875,2023-01-19T22:52:09.767949508Z
4531.58203125,2023-01-19T22:52:11.794815425Z
4100.6953125,2023-01-19T22:52:13.82513676Z
4101.13671875,2023-01-19T22:52:15.866325844Z
4100.9140625,2023-01-19T22:52:17.890708762Z
4105.6640625,2023-01-19T22:52:19.906802554Z
4102.64453125,2023-01-19T22:52:21.933384514Z
4102.359375,2023-01-19T22:52:23.96277625Z
4102.59375,2023-01-19T22:52:25.974768626Z
4106.6796875,2023-01-19T22:52:27.987993669Z
4105.7890625,2023-01-19T22:52:30.016426836Z
4104.46484375,2023-01-19T22:52:32.033559004Z
4105.64453125,2023-01-19T22:52:34.046210963Z
4108.296875,2023-01-19T22:52:36.071710256Z
4107.72265625,2023-01-19T22:52:38.104444549Z
4108.01953125,2023-01-19T22:52:40.125802466Z
4107.515625,2023-01-19T22:52:42.156002259Z
4105.80859375,2023-01-19T22:52:44.188987927Z
4107.49609375,2023-01-19T22:52:46.205567428Z
4107.84765625,2023-01-19T22:52:48.222308762Z
4107.35546875,2023-01-19T22:52:50.252217138Z
4105.890625,2023-01-19T22:52:52.277180055Z
4108.78125,2023-01-19T22:52:54.303226667Z
4107.48828125,2023-01-19T22:52:56.329064293Z
4100.95703125,2023-01-19T22:52:58.338553794Z
4104.03125,2023-01-19T22:53:00.349841253Z
4103.83203125,2023-01-19T22:53:02.362676879Z
4107.640625,2023-01-19T22:53:04.375535464Z
4116.69921875,2023-01-19T22:53:06.393597881Z
4117.1640625,2023-01-19T22:53:08.422742049Z
4118.11328125,2023-01-19T22:53:10.432513591Z
4149.828125,2023-01-19T22:53:12.440757009Z
4158.51953125,2023-01-19T22:53:14.453434385Z
4159.4453125,2023-01-19T22:53:16.466368928Z
4160.828125,2023-01-19T22:53:18.47386497Z
4161.55859375,2023-01-19T22:53:20.484671596Z
4162.85546875,2023-01-19T22:53:22.495202375Z
4164.046875,2023-01-19T22:53:24.506742292Z
5348.04296875,2023-01-19T22:53:26.520413626Z
5256.55859375,2023-01-19T22:53:28.533486461Z
5256.171875,2023-01-19T22:53:30.555555337Z
5258.01171875,2023-01-19T22:53:32.589224421Z
5254.9609375,2023-01-19T22:53:34.61347663Z
5256.5625,2023-01-19T22:53:36.625800381Z
5255.12109375,2023-01-19T22:53:38.646140174Z
5255.0234375,2023-01-19T22:53:40.672331133Z
5256.1328125,2023-01-19T22:53:42.684478551Z
5256.42578125,2023-01-19T22:53:44.712930885Z
5256.515625,2023-01-19T22:53:46.739758969Z
5255.0546875,2023-01-19T22:53:48.75947822Z
5257.09375,2023-01-19T22:53:50.775041763Z
5259.44921875,2023-01-19T22:53:52.79438025Z
5259.1171875,2023-01-19T22:53:54.822347542Z
5257.734375,2023-01-19T22:53:56.83311921Z
5259.5625,2023-01-19T22:53:58.853860794Z
5259.40234375,2023-01-19T22:54:00.878837879Z
5261.953125,2023-01-19T22:54:02.894239421Z
5263.5703125,2023-01-19T22:54:04.900538089Z
5262.87109375,2023-01-19T22:54:06.911037006Z
5267.4765625,2023-01-19T22:54:08.921455341Z
5272.7265625,2023-01-19T22:54:10.934620133Z
5270.6875,2023-01-19T22:54:12.945616968Z
5271.0703125,2023-01-19T22:54:14.96149151Z
5924.1484375,2023-01-19T22:54:16.974024303Z
5709.71875,2023-01-19T22:54:18.995910721Z
5710.03125,2023-01-19T22:54:21.022533388Z
5709.69921875,2023-01-19T22:54:23.035693375Z
5709.515625,2023-01-19T22:54:25.049636459Z
5707.625,2023-01-19T22:54:27.061766335Z
5711.6328125,2023-01-19T22:54:29.078573628Z
5708.16796875,2023-01-19T22:54:31.099527962Z
5710.15625,2023-01-19T22:54:33.128986796Z
5708.34765625,2023-01-19T22:54:35.154667547Z
5788.53515625,2023-01-19T22:54:37.171266173Z
5783.60546875,2023-01-19T22:54:39.179461674Z
3166.5390625,2023-01-19T22:54:41.195436008Z
3167.3359375,2023-01-19T22:54:43.216388634Z
3168.78125,2023-01-19T22:54:45.240831844Z
3167.5,2023-01-19T22:54:47.280585011Z
3167.06640625,2023-01-19T22:54:49.301215596Z
3167.578125,2023-01-19T22:54:51.31657768Z
3169.94921875,2023-01-19T22:54:53.326706208Z
3168.85546875,2023-01-19T22:54:55.348062584Z
3167.51953125,2023-01-19T22:54:57.375264169Z
3166.28515625,2023-01-19T22:54:59.407545086Z
3166.28125,2023-01-19T22:55:01.433099587Z
3170.15625,2023-01-19T22:55:03.458113463Z
3170.73828125,2023-01-19T22:55:05.479751339Z
3167.2265625,2023-01-19T22:55:07.49359884Z
3172.0078125,2023-01-19T22:55:09.506181799Z
3174.24609375,2023-01-19T22:55:11.53329355Z
3176.234375,2023-01-19T22:55:13.550658385Z
3172.26953125,2023-01-19T22:55:15.567386636Z
3171.70703125,2023-01-19T22:55:17.58355372Z
3173.06640625,2023-01-19T22:55:19.595988387Z
2957.53125,2023-01-19T22:55:21.610388763Z
2956.85546875,2023-01-19T22:55:23.635873583Z
2939.07421875,2023-01-19T22:55:25.666914501Z
2940.296875,2023-01-19T22:55:27.69595246Z
2938.9140625,2023-01-19T22:55:29.709887211Z
2938.85546875,2023-01-19T22:55:31.726178004Z
2936.4765625,2023-01-19T22:55:33.743772713Z
2983.93359375,2023-01-19T22:55:35.768040923Z
3036.390625,2023-01-19T22:55:37.775261715Z
2999.93359375,2023-01-19T22:55:39.780631883Z
2979.96875,2023-01-19T22:55:41.790785092Z
3013.30859375,2023-01-19T22:55:43.799593968Z
3057.4453125,2023-01-19T22:55:45.806744052Z
3097.39453125,2023-01-19T22:55:47.81736597Z
3159.4296875,2023-01-19T22:55:49.826395763Z
3182.0,2023-01-19T22:55:51.83500343Z
3213.48046875,2023-01-19T22:55:53.84806925Z
3140.0625,2023-01-19T22:55:55.865998126Z
3142.00390625,2023-01-19T22:55:57.879697585Z
3143.43359375,2023-01-19T22:55:59.90201342Z
3200.39453125,2023-01-19T22:56:01.915611046Z
3204.6171875,2023-01-19T22:56:03.940760713Z
3188.7109375,2023-01-19T22:56:05.960023256Z
3232.71875,2023-01-19T22:56:07.97137584Z
3286.9921875,2023-01-19T22:56:09.97966905Z
3342.828125,2023-01-19T22:56:11.988830009Z
3397.4609375,2023-01-19T22:56:13.99717826Z
3446.55078125,2023-01-19T22:56:16.007363844Z
3504.0625,2023-01-19T22:56:18.018161012Z
3564.5703125,2023-01-19T22:56:20.031271888Z
3622.140625,2023-01-19T22:56:22.043880764Z
4065.96484375,2023-01-19T22:56:24.052550417Z
4052.53515625,2023-01-19T22:56:26.076743085Z
4056.16015625,2023-01-19T22:56:28.100374086Z
4054.4765625,2023-01-19T22:56:30.120184212Z
4054.5546875,2023-01-19T22:56:32.143362087Z
4054.3203125,2023-01-19T22:56:34.160667088Z
4056.44140625,2023-01-19T22:56:36.182437714Z
4048.015625,2023-01-19T22:56:38.212469799Z
4050.26953125,2023-01-19T22:56:40.224363091Z
4050.14453125,2023-01-19T22:56:42.241545342Z
4046.390625,2023-01-19T22:56:44.250535802Z
4048.41015625,2023-01-19T22:56:46.264492719Z
4047.9140625,2023-01-19T22:56:48.291978054Z
4047.46875,2023-01-19T22:56:50.314274263Z
4046.10546875,2023-01-19T22:56:52.337589555Z
4047.4375,2023-01-19T22:56:54.357345292Z
4050.04296875,2023-01-19T22:56:56.386723418Z
4045.3515625,2023-01-19T22:56:58.408250044Z
4047.3671875,2023-01-19T22:57:00.421516837Z
4046.2890625,2023-01-19T22:57:02.448717629Z
4047.7109375,2023-01-19T22:57:04.469522755Z
4048.30078125,2023-01-19T22:57:06.486582715Z
4050.609375,2023-01-19T22:57:08.505471841Z
4049.16015625,2023-01-19T22:57:10.520718966Z
4049.70703125,2023-01-19T22:57:12.530184009Z
4080.76953125,2023-01-19T22:57:14.538307093Z
4062.796875,2023-01-19T22:57:16.547925594Z
4054.00390625,2023-01-19T22:57:18.560514012Z
4092.41015625,2023-01-19T22:57:20.575885346Z
4064.36328125,2023-01-19T22:57:22.587444208Z
4060.8984375,2023-01-19T22:57:24.603623376Z
4058.86328125,2023-01-19T22:57:26.613235543Z
4065.8984375,2023-01-19T22:57:28.628618211Z
4068.58984375,2023-01-19T22:57:30.645173962Z
4068.47265625,2023-01-19T22:57:32.677910129Z
4050.84765625,2023-01-19T22:57:34.694735172Z
4065.12109375,2023-01-19T22:57:36.703806465Z
4064.2578125,2023-01-19T22:57:38.724610216Z
4071.51953125,2023-01-19T22:57:40.73646555Z
4067.88671875,2023-01-19T22:57:42.760331718Z
4067.9453125,2023-01-19T22:57:44.792947635Z
4067.1328125,2023-01-19T22:57:46.810434261Z
4068.625,2023-01-19T22:57:48.819821137Z
4038.921875,2023-01-19T22:57:50.833760721Z
4041.296875,2023-01-19T22:57:52.857189291Z
4039.97265625,2023-01-19T22:57:54.884311792Z
4046.4609375,2023-01-19T22:57:56.893618918Z
4054.20703125,2023-01-19T22:57:58.905806961Z
4047.7265625,2023-01-19T22:58:00.914903545Z
4049.07421875,2023-01-19T22:58:02.922040505Z
4049.22265625,2023-01-19T22:58:04.93682363Z
4047.53515625,2023-01-19T22:58:06.950525923Z
4047.7578125,2023-01-19T22:58:08.967366424Z
4045.1640625,2023-01-19T22:58:10.97974055Z
4046.73046875,2023-01-19T22:58:12.997477759Z
4049.8984375,2023-01-19T22:58:15.017218219Z
4050.1796875,2023-01-19T22:58:17.033732136Z
4044.6328125,2023-01-19T22:58:19.064146929Z
4044.546875,2023-01-19T22:58:21.095715263Z
4038.328125,2023-01-19T22:58:23.120999167Z
4047.84375,2023-01-19T22:58:25.150441834Z
4046.01953125,2023-01-19T22:58:27.178845585Z
4047.578125,2023-01-19T22:58:29.194237294Z
4048.05859375,2023-01-19T22:58:31.215234212Z
4046.16015625,2023-01-19T22:58:33.247184296Z
4047.91796875,2023-01-19T22:58:35.265456339Z
4046.203125,2023-01-19T22:58:37.28522209Z
4046.20703125,2023-01-19T22:58:39.310235758Z
4039.609375,2023-01-19T22:58:41.320010842Z
4047.15234375,2023-01-19T22:58:43.344656051Z
4045.66015625,2023-01-19T22:58:45.359774677Z
4047.375,2023-01-19T22:58:47.376446386Z
4047.76171875,2023-01-19T22:58:49.388813971Z
4045.03125,2023-01-19T22:58:51.404479888Z
4049.61328125,2023-01-19T22:58:53.428105583Z
4047.87109375,2023-01-19T22:58:55.449929834Z
4047.85546875,2023-01-19T22:58:57.473902669Z
4051.78125,2023-01-19T22:58:59.497164295Z
4051.28515625,2023-01-19T22:59:01.524780754Z
4049.25,2023-01-19T22:59:03.542901921Z
4049.77734375,2023-01-19T22:59:05.554026172Z
